experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,task_response,optimal_time_reference_time,result_path,processing_time_min
IPSExperiment,iPS_Experiment_4,1,2,80,iPSPassage,2024-11-14 21:42:00,success,2024-11-14 22:59:00,iPSsimulation/results/2024-11-13_real_round3/step_00000022/result.csv,80
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,2,120,LabwareRefill,2024-11-15 07:00:00,success,2024-11-15 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000023/result.csv,120
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-15 10:35:00,success,2024-11-15 10:46:00,iPSsimulation/results/2024-11-13_real_round3/step_00000039/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-15 10:45:00,success,2024-11-15 15:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000040/result.csv,20
IPSExperiment,iPS_Experiment_1,2,0,10,iPSGetImage,2024-11-15 15:21:00,success,2024-11-15 15:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000041/result.csv,10
IPSExperiment,iPS_Experiment_1,2,1,20,iPSMediumChange,2024-11-15 15:31:00,success,2024-11-15 15:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000042/result.csv,20
IPSExperiment,iPS_Experiment_2,3,0,10,iPSGetImage,2024-11-15 16:09:00,success,2024-11-15 16:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000043/result.csv,10
IPSExperiment,iPS_Experiment_2,3,1,20,iPSMediumChange,2024-11-15 16:19:00,success,2024-11-15 16:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000044/result.csv,20
HEKExperiment,HEK_Experiment_4,10,0,10,HEKGetImage,2024-11-15 18:30:00,success,2024-11-15 18:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000045/result.csv,10
HEKExperiment,HEK_Experiment_3,7,0,10,HEKGetImage,2024-11-15 18:41:00,success,2024-11-15 18:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000046/result.csv,10
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,2024-11-15 18:53:00,success,2024-11-15 19:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000047/result.csv,10
IPSExperiment,iPS_Experiment_3,6,0,10,iPSGetImage,2024-11-15 19:04:00,success,2024-11-15 19:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000048/result.csv,10
IPSExperiment,iPS_Experiment_3,6,1,20,iPSMediumChange,2024-11-15 19:14:00,success,2024-11-15 19:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000049/result.csv,20
HEKExperiment,HEK_Experiment_1,4,0,10,HEKGetImage,2024-11-15 19:34:00,success,2024-11-15 19:45:00,iPSsimulation/results/2024-11-13_real_round3/step_00000050/result.csv,10
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,2024-11-15 19:45:00,success,2024-11-15 19:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000051/result.csv,10
IPSExperiment,iPS_Experiment_4,5,0,10,iPSGetImage,2024-11-15 21:43:00,success,2024-11-15 21:54:00,iPSsimulation/results/2024-11-13_real_round3/step_00000052/result.csv,10
IPSExperiment,iPS_Experiment_4,5,1,20,iPSMediumChange,2024-11-15 21:53:00,success,2024-11-15 22:10:00,iPSsimulation/results/2024-11-13_real_round3/step_00000053/result.csv,20
HEKExperiment,HEK_Experiment_1,9,0,10,HEKGetImage,2024-11-16 06:10:00,success,2024-11-16 06:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000054/result.csv,10
HEKExperiment,HEK_Experiment_0,8,0,10,HEKGetImage,2024-11-16 06:20:00,success,2024-11-16 06:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000055/result.csv,10
HEKExperiment,HEK_Experiment_4,6,0,10,HEKGetImage,2024-11-16 06:32:00,success,2024-11-16 06:44:00,iPSsimulation/results/2024-11-13_real_round3/step_00000056/result.csv,10
HEKExperiment,HEK_Experiment_3,6,0,10,HEKGetImage,2024-11-16 06:44:00,success,2024-11-16 06:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000057/result.csv,10
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,3,120,LabwareRefill,2024-11-16 07:00:00,success,2024-11-16 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000058/result.csv,120
HEKExperiment,HEK_Experiment_2,6,0,10,HEKGetImage,2024-11-16 09:00:00,success,2024-11-16 09:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000059/result.csv,10
IPSExperiment,iPS_Experiment_0,1,2,10,iPSGetImage,2024-11-16 11:05:00,success,2024-11-16 11:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000060/result.csv,10
IPSExperiment,iPS_Experiment_1,1,2,10,iPSGetImage,2024-11-16 15:51:00,success,2024-11-16 16:02:00,iPSsimulation/results/2024-11-13_real_round3/step_00000061/result.csv,10
IPSExperiment,iPS_Experiment_2,1,2,10,iPSGetImage,2024-11-16 16:39:00,success,2024-11-16 16:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000062/result.csv,10
HEKExperiment,HEK_Experiment_1,3,0,10,HEKGetImage,2024-11-16 18:10:00,success,2024-11-16 18:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000063/result.csv,10
HEKExperiment,HEK_Experiment_0,3,0,10,HEKGetImage,2024-11-16 18:21:00,success,2024-11-16 18:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000064/result.csv,10
HEKExperiment,HEK_Experiment_4,3,0,10,HEKGetImage,2024-11-16 18:33:00,success,2024-11-16 18:44:00,iPSsimulation/results/2024-11-13_real_round3/step_00000065/result.csv,10
HEKExperiment,HEK_Experiment_3,3,0,10,HEKGetImage,2024-11-16 18:45:00,success,2024-11-16 18:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000066/result.csv,10
IPSExperiment,iPS_Experiment_3,1,2,10,iPSGetImage,2024-11-16 19:34:00,success,2024-11-16 19:45:00,iPSsimulation/results/2024-11-13_real_round3/step_00000067/result.csv,10
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,2024-11-16 21:00:00,success,2024-11-16 21:10:00,iPSsimulation/results/2024-11-13_real_round3/step_00000068/result.csv,10
IPSExperiment,iPS_Experiment_4,1,2,10,iPSGetImage,2024-11-16 22:13:00,success,2024-11-16 22:24:00,iPSsimulation/results/2024-11-13_real_round3/step_00000069/result.csv,10
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-17 06:10:00,success,2024-11-17 06:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000070/result.csv,10
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,2024-11-17 06:21:00,success,2024-11-17 06:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000071/result.csv,10
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,2024-11-17 06:33:00,success,2024-11-17 06:44:00,iPSsimulation/results/2024-11-13_real_round3/step_00000072/result.csv,10
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,4,120,LabwareRefill,2024-11-17 07:00:00,success,2024-11-17 11:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000074/result.csv,120
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-17 11:17:00,success,2024-11-17 11:29:00,iPSsimulation/results/2024-11-13_real_round3/step_00000075/result.csv,10
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-17 11:29:00,success,2024-11-17 11:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000076/result.csv,10
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-17 11:41:00,success,2024-11-17 11:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000077/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-17 11:51:00,success,2024-11-17 12:09:00,iPSsimulation/results/2024-11-13_real_round3/step_00000078/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-17 15:51:00,success,2024-11-17 16:02:00,iPSsimulation/results/2024-11-13_real_round3/step_00000079/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-17 16:01:00,success,2024-11-17 16:18:00,iPSsimulation/results/2024-11-13_real_round3/step_00000080/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-17 16:39:00,success,2024-11-17 16:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000081/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-17 16:49:00,success,2024-11-17 17:06:00,iPSsimulation/results/2024-11-13_real_round3/step_00000082/result.csv,20
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-17 18:10:00,success,2024-11-17 18:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000083/result.csv,10
HEKExperiment,HEK_Experiment_1,10,0,10,HEKGetImage,2024-11-17 18:20:00,success,2024-11-17 18:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000084/result.csv,10
IPSExperiment,iPS_Experiment_3,3,0,10,iPSGetImage,2024-11-18 03:55:00,success,2024-11-18 04:06:00,iPSsimulation/results/2024-11-13_real_round3/step_00000092/result.csv,10
IPSExperiment,iPS_Experiment_3,3,1,20,iPSMediumChange,2024-11-18 04:05:00,success,2024-11-18 04:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000093/result.csv,20
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-18 04:21:00,success,2024-11-18 04:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000094/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-18 04:31:00,success,2024-11-18 04:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000095/result.csv,20
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,5,120,LabwareRefill,2024-11-18 07:00:00,success,2024-11-18 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000096/result.csv,120
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,0,0,LabwareRefill,2024-11-17 07:00:00,success,2024-11-18 08:22:00,iPSsimulation/results/2024-11-13_real_round3/step_00000107/result.csv,0
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,1,120,LabwareRefill,2024-11-18 07:00:00,success,2024-11-18 08:24:00,iPSsimulation/results/2024-11-13_real_round3/step_00000108/result.csv,120
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-18 11:54:00,success,2024-11-18 12:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000109/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-18 12:04:00,success,2024-11-18 12:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000110/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-18 16:02:00,success,2024-11-18 16:13:00,iPSsimulation/results/2024-11-13_real_round3/step_00000111/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-18 16:12:00,success,2024-11-18 16:29:00,iPSsimulation/results/2024-11-13_real_round3/step_00000112/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-18 16:51:00,success,2024-11-18 17:01:00,iPSsimulation/results/2024-11-13_real_round3/step_00000113/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-18 17:01:00,success,2024-11-18 17:18:00,iPSsimulation/results/2024-11-13_real_round3/step_00000114/result.csv,20
HEKExperiment,HEK_Experiment_4,7,0,10,HEKGetImage,2024-11-19 03:46:00,success,2024-11-19 03:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000115/result.csv,10
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,2024-11-19 03:56:00,success,2024-11-19 04:08:00,iPSsimulation/results/2024-11-13_real_round3/step_00000116/result.csv,10
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-19 04:08:00,success,2024-11-19 04:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000117/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-19 04:18:00,success,2024-11-19 04:37:00,iPSsimulation/results/2024-11-13_real_round3/step_00000118/result.csv,20
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-19 04:37:00,success,2024-11-19 04:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000119/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-19 04:47:00,success,2024-11-19 05:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000120/result.csv,20
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,2024-11-19 05:05:00,success,2024-11-19 05:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000121/result.csv,10
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-19 05:17:00,success,2024-11-19 05:29:00,iPSsimulation/results/2024-11-13_real_round3/step_00000122/result.csv,10
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-19 05:29:00,success,2024-11-19 05:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000123/result.csv,10
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,2,120,LabwareRefill,2024-11-19 07:00:00,success,2024-11-19 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000124/result.csv,120
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-19 12:06:00,success,2024-11-19 12:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000125/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-19 12:16:00,success,2024-11-19 12:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000126/result.csv,20
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,2024-11-19 15:46:00,success,2024-11-19 15:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000127/result.csv,10
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-19 15:57:00,success,2024-11-19 16:08:00,iPSsimulation/results/2024-11-13_real_round3/step_00000128/result.csv,10
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-19 16:14:00,success,2024-11-19 16:24:00,iPSsimulation/results/2024-11-13_real_round3/step_00000129/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-19 16:24:00,success,2024-11-19 16:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000130/result.csv,20
HEKExperiment,HEK_Experiment_0,2,0,10,HEKGetImage,2024-11-19 16:52:00,success,2024-11-19 17:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000131/result.csv,10
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-19 17:03:00,success,2024-11-19 17:14:00,iPSsimulation/results/2024-11-13_real_round3/step_00000132/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-19 17:13:00,success,2024-11-19 17:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000133/result.csv,20
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-19 17:31:00,success,2024-11-19 17:43:00,iPSsimulation/results/2024-11-13_real_round3/step_00000134/result.csv,10
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-19 17:43:00,success,2024-11-19 17:55:00,iPSsimulation/results/2024-11-13_real_round3/step_00000135/result.csv,10
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,2024-11-20 03:46:00,success,2024-11-20 03:57:00,iPSsimulation/results/2024-11-13_real_round3/step_00000136/result.csv,10
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-20 03:58:00,success,2024-11-20 04:09:00,iPSsimulation/results/2024-11-13_real_round3/step_00000137/result.csv,10
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-20 04:22:00,success,2024-11-20 04:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000138/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-20 04:32:00,success,2024-11-20 04:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000139/result.csv,20
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-20 04:50:00,success,2024-11-20 05:01:00,iPSsimulation/results/2024-11-13_real_round3/step_00000140/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-20 05:00:00,success,2024-11-20 05:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000141/result.csv,20
HEKExperiment,HEK_Experiment_2,4,0,10,HEKGetImage,2024-11-20 05:17:00,success,2024-11-20 05:29:00,iPSsimulation/results/2024-11-13_real_round3/step_00000142/result.csv,10
HEKExperiment,HEK_Experiment_2,4,1,60,HEKPassage,2024-11-20 05:27:00,success,2024-11-20 06:15:00,iPSsimulation/results/2024-11-13_real_round3/step_00000143/result.csv,60
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,2024-11-20 06:27:00,success,2024-11-20 06:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000144/result.csv,10
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,2024-11-20 06:38:00,success,2024-11-20 06:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000145/result.csv,10
HEKExperiment,HEK_Experiment_3,2,0,10,HEKGetImage,2024-11-20 06:50:00,success,2024-11-20 07:02:00,iPSsimulation/results/2024-11-13_real_round3/step_00000146/result.csv,10
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,3,120,LabwareRefill,2024-11-20 07:00:00,success,2024-11-20 07:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000147/result.csv,120
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,2024-11-20 09:00:00,success,2024-11-20 09:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000152/result.csv,10
HEKExperiment,HEK_Experiment_1,2,1,60,HEKPassage,2024-11-20 09:10:00,success,2024-11-20 09:56:00,iPSsimulation/results/2024-11-13_real_round3/step_00000153/result.csv,60
HEKExperiment,HEK_Experiment_3,3,0,10,HEKGetImage,2024-11-20 10:10:00,success,2024-11-20 10:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000154/result.csv,10
HEKExperiment,HEK_Experiment_3,3,1,60,HEKPassage,2024-11-20 10:20:00,success,2024-11-20 11:06:00,iPSsimulation/results/2024-11-13_real_round3/step_00000155/result.csv,60
HEKExperiment,HEK_Experiment_4,4,0,10,HEKGetImage,2024-11-20 11:20:00,success,2024-11-20 11:30:00,iPSsimulation/results/2024-11-13_real_round3/step_00000156/result.csv,10
HEKExperiment,HEK_Experiment_4,4,1,60,HEKPassage,2024-11-20 11:30:00,success,2024-11-20 12:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000157/result.csv,60
HEKExperiment,HEK_Experiment_0,5,0,10,HEKGetImage,2024-11-20 12:30:00,success,2024-11-20 12:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000158/result.csv,10
HEKExperiment,HEK_Experiment_0,5,1,60,HEKPassage,2024-11-20 12:40:00,success,2024-11-20 13:26:00,iPSsimulation/results/2024-11-13_real_round3/step_00000159/result.csv,60
IPSExperiment,iPS_Experiment_0,6,0,10,iPSGetImage,2024-11-20 13:40:00,success,2024-11-20 13:51:00,iPSsimulation/results/2024-11-13_real_round3/step_00000160/result.csv,10
IPSExperiment,iPS_Experiment_0,6,1,20,iPSMediumChange,2024-11-20 13:50:00,success,2024-11-20 14:07:00,iPSsimulation/results/2024-11-13_real_round3/step_00000161/result.csv,20
IPSExperiment,iPS_Experiment_1,6,0,10,iPSGetImage,2024-11-20 16:26:00,success,2024-11-20 16:37:00,iPSsimulation/results/2024-11-13_real_round3/step_00000162/result.csv,10
IPSExperiment,iPS_Experiment_1,6,1,20,iPSMediumChange,2024-11-20 16:36:00,success,2024-11-20 16:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000163/result.csv,20
IPSExperiment,iPS_Experiment_2,6,0,10,iPSGetImage,2024-11-20 17:16:00,success,2024-11-20 17:27:00,iPSsimulation/results/2024-11-13_real_round3/step_00000164/result.csv,10
IPSExperiment,iPS_Experiment_2,6,1,20,iPSMediumChange,2024-11-20 17:26:00,success,2024-11-20 17:43:00,iPSsimulation/results/2024-11-13_real_round3/step_00000165/result.csv,20
IPSExperiment,iPS_Experiment_3,6,0,10,iPSGetImage,2024-11-21 04:34:00,success,2024-11-21 04:45:00,iPSsimulation/results/2024-11-13_real_round3/step_00000166/result.csv,10
IPSExperiment,iPS_Experiment_3,6,1,20,iPSMediumChange,2024-11-21 04:44:00,success,2024-11-21 05:01:00,iPSsimulation/results/2024-11-13_real_round3/step_00000167/result.csv,20
IPSExperiment,iPS_Experiment_4,6,0,10,iPSGetImage,2024-11-21 05:02:00,success,2024-11-21 05:13:00,iPSsimulation/results/2024-11-13_real_round3/step_00000168/result.csv,10
IPSExperiment,iPS_Experiment_4,6,1,20,iPSMediumChange,2024-11-21 05:12:00,success,2024-11-21 05:30:00,iPSsimulation/results/2024-11-13_real_round3/step_00000169/result.csv,20
HEKExperiment,HEK_Experiment_2,3,2,10,HEKGetImage,2024-11-21 06:27:00,success,2024-11-21 06:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000170/result.csv,10
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,4,120,LabwareRefill,2024-11-21 07:00:00,success,2024-11-21 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000171/result.csv,120
HEKExperiment,HEK_Experiment_1,1,2,10,HEKGetImage,2024-11-21 10:10:00,success,2024-11-21 10:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000172/result.csv,10
HEKExperiment,HEK_Experiment_3,1,2,10,HEKGetImage,2024-11-21 11:20:00,success,2024-11-21 11:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000173/result.csv,10
HEKExperiment,HEK_Experiment_4,1,2,10,HEKGetImage,2024-11-21 12:30:00,success,2024-11-21 12:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000174/result.csv,10
HEKExperiment,HEK_Experiment_0,1,2,10,HEKGetImage,2024-11-21 13:40:00,success,2024-11-21 13:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000175/result.csv,10
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-21 13:52:00,success,2024-11-21 14:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000176/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-21 14:02:00,success,2024-11-21 14:19:00,iPSsimulation/results/2024-11-13_real_round3/step_00000177/result.csv,20
IPSExperiment,iPS_Experiment_0,10,0,20,iPSPlateCoating,2024-11-21 14:19:00,success,2024-11-21 14:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000178/result.csv,20
IPSExperiment,iPS_Experiment_0,10,1,10,iPSGetImage,2024-11-21 15:39:00,success,2024-11-21 15:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000179/result.csv,10
IPSExperiment,iPS_Experiment_0,10,2,80,iPSPassage,2024-11-21 15:49:00,success,2024-11-21 17:06:00,iPSsimulation/results/2024-11-13_real_round3/step_00000180/result.csv,80
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-21 17:06:00,success,2024-11-21 17:18:00,iPSsimulation/results/2024-11-13_real_round3/step_00000181/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-21 17:16:00,success,2024-11-21 17:34:00,iPSsimulation/results/2024-11-13_real_round3/step_00000182/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-21 17:34:00,success,2024-11-21 17:46:00,iPSsimulation/results/2024-11-13_real_round3/step_00000183/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-21 17:44:00,success,2024-11-21 18:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000184/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,20,iPSPlateCoating,2024-11-21 18:06:00,success,2024-11-21 18:22:00,iPSsimulation/results/2024-11-13_real_round3/step_00000185/result.csv,20
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,2024-11-21 18:27:00,success,2024-11-21 18:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000186/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,10,iPSGetImage,2024-11-21 19:26:00,success,2024-11-21 19:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000187/result.csv,10
IPSExperiment,iPS_Experiment_1,1,2,80,iPSPassage,2024-11-21 19:36:00,success,2024-11-21 20:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000188/result.csv,80
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-21 22:10:00,success,2024-11-21 22:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000189/result.csv,10
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-21 23:20:00,success,2024-11-21 23:30:00,iPSsimulation/results/2024-11-13_real_round3/step_00000190/result.csv,10
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,2024-11-22 00:30:00,success,2024-11-22 00:40:00,iPSsimulation/results/2024-11-13_real_round3/step_00000191/result.csv,10
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,2024-11-22 01:40:00,success,2024-11-22 01:51:00,iPSsimulation/results/2024-11-13_real_round3/step_00000192/result.csv,10
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-22 04:46:00,success,2024-11-22 04:57:00,iPSsimulation/results/2024-11-13_real_round3/step_00000193/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-22 04:56:00,success,2024-11-22 05:13:00,iPSsimulation/results/2024-11-13_real_round3/step_00000194/result.csv,20
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-22 05:14:00,success,2024-11-22 05:25:00,iPSsimulation/results/2024-11-13_real_round3/step_00000195/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-22 05:24:00,success,2024-11-22 05:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000196/result.csv,20
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-22 06:27:00,success,2024-11-22 06:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000197/result.csv,10
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,5,120,LabwareRefill,2024-11-22 07:00:00,success,2024-11-22 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000198/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,20,iPSPlateCoating,2024-11-22 09:00:00,success,2024-11-22 09:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000199/result.csv,20
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,2024-11-22 10:10:00,success,2024-11-22 10:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000200/result.csv,10
