experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,task_response,optimal_time_reference_time,result_path
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28898310,success,28898321,iPSsimulation/results/2024-11-13_real_round3/step_00000437/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28898320,success,28898337,iPSsimulation/results/2024-11-13_real_round3/step_00000438/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,24,120,LabwareRefill,28898340,success,28898340,iPSsimulation/results/2024-11-13_real_round3/step_00000439/result.csv
IPSExperiment,iPS_Experiment_4,2,0,10,iPSGetImage,28898886,success,28898897,iPSsimulation/results/2024-11-13_real_round3/step_00000440/result.csv
IPSExperiment,iPS_Experiment_4,2,1,20,iPSMediumChange,28898896,success,28898913,iPSsimulation/results/2024-11-13_real_round3/step_00000441/result.csv
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,28899421,success,28899432,iPSsimulation/results/2024-11-13_real_round3/step_00000442/result.csv
IPSExperiment,iPS_Experiment_2,1,1,60,iPSSampling,28899431,success,28899448,iPSsimulation/results/2024-11-13_real_round3/step_00000443/result.csv
IPSExperiment,iPS_Experiment_0,3,0,10,iPSGetImage,28899750,success,28899760,iPSsimulation/results/2024-11-13_real_round3/step_00000444/result.csv
IPSExperiment,iPS_Experiment_0,3,1,20,iPSMediumChange,28899760,success,28899777,iPSsimulation/results/2024-11-13_real_round3/step_00000445/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,25,120,LabwareRefill,28899780,success,28899780,iPSsimulation/results/2024-11-13_real_round3/step_00000446/result.csv
IPSExperiment,iPS_Experiment_4,2,2,10,iPSGetImage,28900356,success,28900366,iPSsimulation/results/2024-11-13_real_round3/step_00000448/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28901190,success,28901201,iPSsimulation/results/2024-11-13_real_round3/step_00000449/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28901200,success,28901216,iPSsimulation/results/2024-11-13_real_round3/step_00000450/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,26,120,LabwareRefill,28901220,success,28901220,iPSsimulation/results/2024-11-13_real_round3/step_00000451/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28901796,success,28901806,iPSsimulation/results/2024-11-13_real_round3/step_00000452/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28901806,success,28901822,iPSsimulation/results/2024-11-13_real_round3/step_00000453/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28902301,success,28902311,iPSsimulation/results/2024-11-13_real_round3/step_00000454/result.csv
IPSExperiment,iPS_Experiment_0,1,1,60,iPSSampling,28902311,success,28902328,iPSsimulation/results/2024-11-13_real_round3/step_00000455/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,27,120,LabwareRefill,28902660,success,28902660,iPSsimulation/results/2024-11-13_real_round3/step_00000457/result.csv
IPSExperiment,iPS_Experiment_4,2,0,10,iPSGetImage,28903247,success,28903258,iPSsimulation/results/2024-11-13_real_round3/step_00000458/result.csv
IPSExperiment,iPS_Experiment_4,2,1,20,iPSMediumChange,28903257,success,28903273,iPSsimulation/results/2024-11-13_real_round3/step_00000459/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,28,120,LabwareRefill,28904100,success,28904100,iPSsimulation/results/2024-11-13_real_round3/step_00000460/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28904698,success,28904708,iPSsimulation/results/2024-11-13_real_round3/step_00000461/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28904708,success,28904725,iPSsimulation/results/2024-11-13_real_round3/step_00000462/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,29,120,LabwareRefill,28905540,success,28905540,iPSsimulation/results/2024-11-13_real_round3/step_00000463/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28906149,success,28906160,iPSsimulation/results/2024-11-13_real_round3/step_00000464/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28906159,success,28906175,iPSsimulation/results/2024-11-13_real_round3/step_00000465/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,30,120,LabwareRefill,28906980,success,28906980,iPSsimulation/results/2024-11-13_real_round3/step_00000466/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28907600,success,28907611,iPSsimulation/results/2024-11-13_real_round3/step_00000467/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28907610,success,28907627,iPSsimulation/results/2024-11-13_real_round3/step_00000468/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,31,120,LabwareRefill,28908420,success,28908420,iPSsimulation/results/2024-11-13_real_round3/step_00000469/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28909051,success,28909062,iPSsimulation/results/2024-11-13_real_round3/step_00000470/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28909061,success,28909062,iPSsimulation/results/2024-11-13_real_round3/step_00000471/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,32,120,LabwareRefill,28909860,success,28909860,iPSsimulation/results/2024-11-13_real_round3/step_00000472/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28910502,success,28910512,iPSsimulation/results/2024-11-13_real_round3/step_00000473/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28910512,success,28910513,iPSsimulation/results/2024-11-13_real_round3/step_00000474/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28910941,success,28910951,iPSsimulation/results/2024-11-13_real_round3/step_00000475/result.csv
IPSExperiment,iPS_Experiment_4,1,1,60,iPSSampling,28910951,success,28910968,iPSsimulation/results/2024-11-13_real_round3/step_00000476/result.csv
