time,operation,density
28857060,Dummy,
28859585,iPSPlateCoating,
28859664,iPSGetImage,0.2591888575250666
28859675,iPSPassage,
28861115,iPSGetImage,0.005923797623318943
28861386,iPSMediumChange,
28862585,iPSGetImage,0.008409029588991816
