experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-18 01:01:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-18 01:21:00+00:00
IPSExperiment,iPS_Experiment_2,2,0,10,iPSGetImage,2024-11-18 01:39:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-18 01:49:00+00:00
IPSExperiment,iPS_Experiment_2,2,1,20,iPSMediumChange,2024-11-18 01:49:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-18 02:09:00+00:00
HEKExperiment,HEK_Experiment_1,3,0,10,HEKGetImage,2024-11-18 03:10:00+00:00,HEKExperiment: HEK_Experiment_1,2024-11-18 03:20:00+00:00
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,2024-11-18 03:22:00+00:00,HEKExperiment: HEK_Experiment_0,2024-11-18 03:32:00+00:00
HEKExperiment,HEK_Experiment_4,5,0,10,HEKGetImage,2024-11-18 03:33:00+00:00,HEKExperiment: HEK_Experiment_4,2024-11-18 03:43:00+00:00
IPSExperiment,iPS_Experiment_3,6,0,10,iPSGetImage,2024-11-18 04:34:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-18 04:44:00+00:00
IPSExperiment,iPS_Experiment_3,6,1,20,iPSMediumChange,2024-11-18 04:44:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-18 05:04:00+00:00
IPSExperiment,iPS_Experiment_4,9,0,10,iPSGetImage,2024-11-18 06:21:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-18 06:31:00+00:00
IPSExperiment,iPS_Experiment_4,9,1,20,iPSMediumChange,2024-11-18 06:31:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-18 06:51:00+00:00
HEKExperiment,HEK_Experiment_3,7,0,10,HEKGetImage,2024-11-18 06:51:00+00:00,HEKExperiment: HEK_Experiment_3,2024-11-18 07:01:00+00:00
HEKExperiment,HEK_Experiment_3,7,1,60,HEKPassage,2024-11-18 07:01:00+00:00,HEKExperiment: HEK_Experiment_3,2024-11-18 08:01:00+00:00
HEKExperiment,HEK_Experiment_2,8,0,10,HEKGetImage,2024-11-18 08:01:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-18 08:11:00+00:00
HEKExperiment,HEK_Experiment_2,8,1,60,HEKPassage,2024-11-18 08:11:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-18 09:11:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,5,120,LabwareRefill,2024-11-18 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-18 18:00:00+00:00
IPSExperiment,iPS_Experiment_0,10,0,10,iPSGetImage,2024-11-18 20:54:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-18 21:04:00+00:00
IPSExperiment,iPS_Experiment_0,10,1,20,iPSMediumChange,2024-11-18 21:04:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-18 21:24:00+00:00
HEKExperiment,HEK_Experiment_3,7,2,10,HEKGetImage,2024-11-19 08:01:00+00:00,HEKExperiment: HEK_Experiment_3,2024-11-19 08:11:00+00:00
HEKExperiment,HEK_Experiment_2,8,2,10,HEKGetImage,2024-11-19 09:11:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-19 09:21:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,6,120,LabwareRefill,2024-11-19 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-19 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,7,120,LabwareRefill,2024-11-20 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-20 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,8,120,LabwareRefill,2024-11-21 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-21 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,9,120,LabwareRefill,2024-11-22 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-22 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,10,120,LabwareRefill,2024-11-23 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-23 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,11,120,LabwareRefill,2024-11-24 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-24 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,12,120,LabwareRefill,2024-11-25 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-25 18:00:00+00:00
