experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28865514
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28865524
IPSExperiment,iPS_Experiment_1,2,0,10,iPSGetImage,28865762
IPSExperiment,iPS_Experiment_1,2,1,20,iPSMediumChange,28865772
IPSExperiment,iPS_Experiment_2,3,0,10,iPSGetImage,28865811
IPSExperiment,iPS_Experiment_2,3,1,20,iPSMediumChange,28865821
IPSExperiment,iPS_Experiment_3,4,0,10,iPSGetImage,28866486
IPSExperiment,iPS_Experiment_3,4,1,20,iPSMediumChange,28866496
IPSExperiment,iPS_Experiment_4,5,0,10,iPSGetImage,28866516
IPSExperiment,iPS_Experiment_4,5,1,20,iPSMediumChange,28866526
