experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,1,120,LabwareRefill,2024-11-14 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-14 18:00:00+00:00
IPSExperiment,iPS_Experiment_0,1,0,20,iPSPlateCoating,2024-11-14 18:00:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-14 18:20:00+00:00
IPSExperiment,iPS_Experiment_0,1,1,10,iPSGetImage,2024-11-14 19:20:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-14 19:30:00+00:00
IPSExperiment,iPS_Experiment_0,1,2,80,iPSPassage,2024-11-14 19:30:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-14 20:50:00+00:00
IPSExperiment,iPS_Experiment_1,2,0,20,iPSPlateCoating,2024-11-14 20:50:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-14 21:10:00+00:00
IPSExperiment,iPS_Experiment_1,2,1,10,iPSGetImage,2024-11-14 22:10:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-14 22:20:00+00:00
IPSExperiment,iPS_Experiment_1,2,2,80,iPSPassage,2024-11-14 22:20:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-14 23:40:00+00:00
IPSExperiment,iPS_Experiment_2,3,0,20,iPSPlateCoating,2024-11-14 23:40:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-15 00:00:00+00:00
IPSExperiment,iPS_Experiment_2,3,1,10,iPSGetImage,2024-11-15 01:00:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-15 01:10:00+00:00
IPSExperiment,iPS_Experiment_2,3,2,80,iPSPassage,2024-11-15 01:10:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-15 02:30:00+00:00
IPSExperiment,iPS_Experiment_3,4,0,20,iPSPlateCoating,2024-11-15 02:30:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-15 02:50:00+00:00
IPSExperiment,iPS_Experiment_3,4,1,10,iPSGetImage,2024-11-15 03:50:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-15 04:00:00+00:00
IPSExperiment,iPS_Experiment_3,4,2,80,iPSPassage,2024-11-15 04:00:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-15 05:20:00+00:00
IPSExperiment,iPS_Experiment_4,5,0,20,iPSPlateCoating,2024-11-15 05:20:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-15 05:40:00+00:00
IPSExperiment,iPS_Experiment_4,5,1,10,iPSGetImage,2024-11-15 06:40:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-15 06:50:00+00:00
