time,operation,density
28865077,HEKPassage,
28866546,HEKGetImage,0.2739238772660902
28867252,HEKGetImage,0.4795655642758097
28868067,HEKGetImage,0.7462231287933851
28868430,HEKGetImage,0.8547335167746807
